This file was created using the 201705 Bloomberg database.

Missing data are indicated by -99.99.



,Mkt-RF,SMB,HML,RF
20100701   ,-0.19    ,0.16    ,0.10    ,0.00
20100702    ,0.25    ,0.10    ,0.19    ,0.00
20100705   ,-0.26    ,0.39   ,-0.07    ,0.00
20100706    ,2.39   ,-1.13    ,0.23    ,0.00
20100707    ,0.93   ,-0.90    ,0.41    ,0.00
20100708    ,1.47   ,-0.56    ,0.35    ,0.00
20100709    ,0.30   ,-0.03   ,-0.04    ,0.00
20100712   ,-0.14    ,0.00   ,-0.07    ,0.00
20100713    ,1.61   ,-0.92    ,0.01    ,0.00
20100714    ,0.70    ,0.02   ,-0.15    ,0.00
20100715    ,0.23    ,0.17   ,-0.38    ,0.00
20100716   ,-1.79    ,0.92   ,-0.01    ,0.00
20100719   ,-0.41   ,-0.06    ,0.23    ,0.00
20100720   ,-0.25    ,0.10   ,-0.25    ,0.00
20100721   ,-0.02   ,-0.16    ,0.14    ,0.00
20100722    ,1.96   ,-0.97    ,0.45    ,0.00
20100723    ,0.77   ,-0.12   ,-0.19    ,0.00
20100726    ,1.11    ,0.12    ,0.39    ,0.00
20100727    ,0.07   ,-0.30    ,1.06    ,0.00
20100728    ,0.27    ,0.08    ,0.09    ,0.00
20100729    ,0.40    ,0.26   ,-0.03    ,0.00
20100730   ,-0.46    ,0.37   ,-0.21    ,0.00
20100802    ,2.28   ,-1.12    ,0.27    ,0.00
20100803    ,0.66    ,0.03    ,0.01    ,0.00
20100804   ,-0.56   ,-0.02   ,-0.13    ,0.00
20100805    ,0.42    ,0.28   ,-0.03    ,0.00
20100806   ,-0.06    ,0.47    ,0.10    ,0.00
20100809    ,0.35   ,-0.33    ,0.02    ,0.00
20100810   ,-0.83    ,0.03   ,-0.27    ,0.00
20100811   ,-3.46    ,0.87   ,-0.30    ,0.00
20100812   ,-0.65   ,-0.21   ,-0.40    ,0.00
20100813   ,-0.09    ,0.17   ,-0.19    ,0.00
20100816    ,0.47    ,0.01   ,-0.30    ,0.00
20100817    ,1.15   ,-0.45    ,0.10    ,0.00
20100818   ,-0.05    ,0.05   ,-0.03    ,0.00
20100819   ,-0.77    ,0.68   ,-0.24    ,0.00
20100820   ,-1.51    ,0.35   ,-0.39    ,0.00
20100823    ,0.02   ,-0.23    ,0.12    ,0.00
20100824   ,-1.15    ,0.41   ,-0.16    ,0.00
20100825   ,-0.86    ,0.20   ,-0.30    ,0.00
20100826    ,1.02   ,-0.34    ,0.00    ,0.00
20100827    ,0.89   ,-0.30   ,-0.01    ,0.00
20100830    ,0.01    ,0.32   ,-0.03    ,0.00
20100831   ,-0.50   ,-0.10   ,-0.19    ,0.00
20100901    ,2.69   ,-1.32    ,0.06    ,0.00
20100902    ,0.46    ,0.10    ,0.13    ,0.00
20100903    ,1.10   ,-0.15    ,0.21    ,0.00
20100906    ,0.65    ,0.19    ,0.05    ,0.00
20100907   ,-1.18    ,0.49   ,-0.28    ,0.00
20100908    ,0.27   ,-0.02   ,-0.32    ,0.00
20100909    ,0.76   ,-0.26    ,0.17    ,0.00
20100910    ,0.09    ,0.12   ,-0.12    ,0.00
20100913    ,1.81   ,-0.26    ,0.21    ,0.00
20100914    ,0.68    ,0.05   ,-0.21    ,0.00
20100915   ,-0.36   ,-0.07   ,-0.21    ,0.00
20100916   ,-0.25    ,0.20   ,-0.11    ,0.00
20100917   ,-0.02    ,0.38   ,-0.08    ,0.00
20100920    ,1.02   ,-0.34   ,-0.04    ,0.00
20100921    ,0.76    ,0.28    ,0.03    ,0.00
20100922   ,-0.03    ,0.44   ,-0.05    ,0.00
20100923   ,-0.53    ,0.24   ,-0.23    ,0.00
20100924    ,1.50   ,-0.67    ,0.34    ,0.00
20100927    ,0.02    ,0.40    ,0.07    ,0.00
20100928    ,0.60   ,-0.03   ,-0.17    ,0.00
20100929    ,0.16    ,0.40    ,0.04    ,0.00
20100930   ,-0.58    ,0.21   ,-0.03    ,0.00
20101001    ,0.77    ,0.04   ,-0.26    ,0.00
20101004   ,-0.88    ,0.25   ,-0.28    ,0.00
20101005    ,1.76   ,-0.82    ,0.37    ,0.00
20101006    ,1.19   ,-0.20   ,-0.07    ,0.00
20101007    ,0.07    ,0.21    ,0.19    ,0.00
20101008    ,0.26    ,0.02   ,-0.06    ,0.00
20101011   ,-0.02    ,0.09   ,-0.17    ,0.00
20101012   ,-0.40   ,-0.06   ,-0.31    ,0.00
20101013    ,1.31   ,-0.43   ,-0.07    ,0.00
20101014    ,0.85    ,0.08   ,-0.07    ,0.00
20101015   ,-0.68    ,0.01   ,-0.16    ,0.00
20101018   ,-0.03   ,-0.03    ,0.28    ,0.00
20101019   ,-1.43    ,0.07    ,0.34    ,0.00
20101020    ,1.18   ,-0.27   ,-0.10    ,0.00
20101021   ,-0.08   ,-0.24    ,0.02    ,0.00
20101022    ,0.15    ,0.23    ,0.20    ,0.00
20101025    ,0.69    ,0.18   ,-0.51    ,0.00
20101026   ,-0.96    ,0.34    ,0.08    ,0.00
20101027   ,-1.17    ,0.19    ,0.17    ,0.00
20101028    ,1.09   ,-0.27   ,-0.12    ,0.00
20101029    ,0.30    ,0.14   ,-0.08    ,0.00
20101101   ,-0.06    ,0.07   ,-0.37    ,0.00
20101102    ,1.00   ,-0.47   ,-0.10    ,0.00
20101103    ,0.13    ,0.11    ,0.16    ,0.00
20101104    ,2.10   ,-0.74    ,0.02    ,0.00
20101105   ,-0.20    ,0.41   ,-0.09    ,0.00
20101108   ,-0.17    ,0.40    ,0.00    ,0.00
20101109   ,-0.62   ,-0.08    ,0.36    ,0.00
20101110   ,-0.22    ,0.21   ,-0.14    ,0.00
20101111   ,-0.62    ,0.15   ,-0.22    ,0.00
20101112   ,-0.76   ,-0.15    ,0.44    ,0.00
20101115   ,-0.03   ,-0.37   ,-0.01    ,0.00
20101116   ,-2.06    ,0.58   ,-0.12    ,0.00
20101117    ,0.37   ,-0.17   ,-0.02    ,0.00
20101118    ,1.96   ,-0.47    ,0.08    ,0.00
20101119   ,-0.02    ,0.21   ,-0.11    ,0.00
20101122   ,-0.44    ,0.81   ,-0.43    ,0.00
20101123   ,-2.38    ,0.66   ,-0.20    ,0.00
20101124    ,0.51   ,-0.13   ,-0.31    ,0.00
20101125    ,0.49    ,0.09   ,-0.03    ,0.00
20101126   ,-1.26    ,0.31   ,-0.25    ,0.00
20101129   ,-1.08    ,0.90   ,-0.18    ,0.00
20101130   ,-0.92    ,0.42   ,-0.35    ,0.00
20101201    ,2.09   ,-1.03    ,0.43    ,0.00
20101202    ,2.02   ,-0.56    ,0.31    ,0.00
20101203    ,1.30    ,0.25    ,0.07    ,0.00
20101206   ,-0.28    ,0.63   ,-0.13    ,0.00
20101207    ,0.05   ,-0.21    ,0.14    ,0.00
20101208    ,0.03   ,-0.02    ,0.32    ,0.00
20101209    ,0.27   ,-0.03    ,0.35    ,0.00
20101210    ,0.00    ,0.00   ,-0.05    ,0.00
20101213    ,1.41   ,-0.09    ,0.24    ,0.00
20101214    ,0.21    ,0.11   ,-0.07    ,0.00
20101215   ,-1.23    ,0.60   ,-0.11    ,0.00
20101216    ,0.29   ,-0.02   ,-0.09    ,0.00
20101217   ,-0.46    ,0.60   ,-0.19    ,0.00
20101220   ,-0.06   ,-0.14    ,0.09    ,0.00
20101221    ,0.94   ,-0.51    ,0.07    ,0.00
20101222    ,0.19   ,-0.06    ,0.10    ,0.00
20101223    ,0.30    ,0.23   ,-0.15    ,0.00
20101224   ,-0.06   ,-0.02   ,-0.07    ,0.00
20101227   ,-0.13    ,0.29   ,-0.24    ,0.00
20101228    ,0.05    ,0.24   ,-0.09    ,0.00
20101229    ,1.13    ,0.53   ,-0.02    ,0.00
20101230   ,-0.36    ,0.71    ,0.00    ,0.00
20101231    ,0.34    ,0.46    ,0.02    ,0.00
20110103    ,0.30   ,-0.38    ,0.54    ,0.00
20110104    ,0.31   ,-0.21    ,0.64    ,0.00
20110105   ,-0.99    ,0.18    ,0.35    ,0.00
20110106   ,-0.29   ,-0.04    ,0.24    ,0.00
20110107   ,-0.39    ,0.29   ,-0.18    ,0.00
20110110   ,-0.35    ,0.49   ,-0.31    ,0.00
20110111    ,0.79   ,-0.21    ,0.16    ,0.00
20110112    ,1.69   ,-0.59    ,0.42    ,0.00
20110113    ,0.87   ,-0.15    ,0.52    ,0.00
20110114   ,-0.09    ,0.01    ,0.31    ,0.00
20110117   ,-0.33    ,0.36   ,-0.05    ,0.00
20110118    ,1.16   ,-0.52    ,0.21    ,0.00
20110119   ,-0.06    ,0.50    ,0.24    ,0.00
20110120   ,-1.53   ,-0.12    ,0.73    ,0.00
20110121    ,0.67   ,-0.63    ,0.21    ,0.00
20110124    ,0.52   ,-0.33   ,-0.02    ,0.00
20110125    ,0.04    ,0.15    ,0.08    ,0.00
20110126    ,0.74   ,-0.06   ,-0.38    ,0.00
20110127    ,0.04   ,-0.27    ,0.41    ,0.00
20110128   ,-1.02    ,0.61    ,0.01    ,0.00
20110131    ,0.06   ,-0.08   ,-0.07    ,0.00
20110201    ,1.99   ,-0.21   ,-0.08    ,0.00
20110202    ,0.42   ,-0.05    ,0.08    ,0.00
20110203   ,-0.59    ,0.31   ,-0.38    ,0.00
20110204    ,0.03    ,0.10    ,0.06    ,0.00
20110207    ,0.49    ,0.17    ,0.10    ,0.00
20110208    ,0.28   ,-0.23    ,0.24    ,0.00
20110209    ,0.08   ,-0.01    ,0.09    ,0.00
20110210   ,-0.96   ,-0.05   ,-0.17    ,0.00
20110211   ,-0.08   ,-0.04    ,0.00    ,0.00
20110214    ,0.45    ,0.20   ,-0.12    ,0.00
20110215   ,-0.09   ,-0.06    ,0.12    ,0.00
20110216    ,0.94   ,-0.43    ,0.42    ,0.00
20110217    ,0.53   ,-0.11    ,0.13    ,0.00
20110218    ,0.42    ,0.17   ,-0.05    ,0.00
20110221   ,-0.85    ,0.33   ,-0.39    ,0.00
20110222   ,-1.09   ,-0.29   ,-0.14    ,0.00
20110223   ,-0.39    ,0.23   ,-0.11    ,0.00
20110224   ,-0.27   ,-0.41   ,-0.18    ,0.00
20110225    ,1.12   ,-0.07   ,-0.03    ,0.00
20110228    ,0.98    ,0.04    ,0.09    ,0.00
20110301   ,-0.10    ,0.49   ,-0.20    ,0.00
20110302   ,-0.47    ,0.14   ,-0.27    ,0.00
20110303    ,0.58   ,-0.19    ,0.02    ,0.00
20110304    ,0.17    ,0.42   ,-0.23    ,0.00
20110307   ,-0.72    ,0.40   ,-0.12    ,0.00
20110308   ,-0.19   ,-0.39    ,0.18    ,0.00
20110309   ,-0.01   ,-0.10    ,0.13    ,0.00
20110310   ,-1.90   ,-0.05    ,0.01    ,0.00
20110311   ,-0.15    ,0.05    ,0.00    ,0.00
20110314   ,-1.83   ,-1.24   ,-0.20    ,0.00
20110315   ,-3.54   ,-1.27   ,-0.76    ,0.00
20110316    ,0.32    ,1.52    ,0.02    ,0.00
20110317    ,1.65   ,-0.26    ,0.31    ,0.00
20110318    ,1.20    ,1.10   ,-0.14    ,0.00
20110321    ,1.48   ,-0.32    ,0.07    ,0.00
20110322    ,0.67    ,0.75    ,0.50    ,0.00
20110323   ,-0.14    ,0.06   ,-0.16    ,0.00
20110324    ,0.80   ,-0.23    ,0.29    ,0.00
20110325   ,-0.15    ,0.09   ,-0.21    ,0.00
20110328   ,-0.08    ,0.03    ,0.15    ,0.00
20110329    ,0.10   ,-0.04   ,-0.25    ,0.00
20110330    ,1.12   ,-0.19   ,-0.21    ,0.00
20110331   ,-0.26    ,0.46   ,-0.24    ,0.00
20110401    ,0.88   ,-0.82   ,-0.04    ,0.00
20110404    ,0.19    ,0.07   ,-0.21    ,0.00
20110405   ,-0.25   ,-0.26   ,-0.57    ,0.00
20110406    ,0.49   ,-0.33    ,0.15    ,0.00
20110407   ,-0.20    ,0.09    ,0.07    ,0.00
20110408    ,1.41   ,-0.08    ,0.02    ,0.00
20110411   ,-0.48    ,0.25    ,0.04    ,0.00
20110412   ,-1.19    ,0.14    ,0.17    ,0.00
20110413    ,0.53    ,0.06   ,-0.26    ,0.00
20110414    ,0.03    ,0.75   ,-0.08    ,0.00
20110415   ,-0.05    ,0.02   ,-0.26    ,0.00
20110418   ,-1.86    ,0.80   ,-0.50    ,0.00
20110419    ,0.49   ,-0.40   ,-0.07    ,0.00
20110420    ,2.39   ,-0.74   ,-0.31    ,0.00
20110421    ,0.84   ,-0.13   ,-0.06    ,0.00
20110422    ,0.00    ,0.05    ,0.05    ,0.00
20110425   ,-0.02   ,-0.01    ,0.08    ,0.00
20110426    ,0.50   ,-0.36    ,0.15    ,0.00
20110427    ,0.72   ,-0.35    ,0.01    ,0.00
20110428    ,0.82   ,-0.16    ,0.25    ,0.00
20110429    ,0.39   ,-0.10   ,-0.01    ,0.00
20110502    ,0.25   ,-0.27    ,0.29    ,0.00
20110503   ,-0.58   ,-0.13    ,0.26    ,0.00
20110504   ,-0.94    ,0.32    ,0.01    ,0.00
20110505   ,-1.42    ,0.34   ,-0.08    ,0.00
20110506   ,-0.21   ,-0.14   ,-0.08    ,0.00
20110509    ,0.10    ,0.56   ,-0.27    ,0.00
20110510    ,0.57   ,-0.33    ,0.25    ,0.00
20110511   ,-0.81    ,0.09   ,-0.07    ,0.00
20110512   ,-0.53   ,-0.03    ,0.23    ,0.00
20110513   ,-0.91   ,-0.10   ,-0.23    ,0.00
20110516   ,-0.28   ,-0.35   ,-0.33    ,0.00
20110517   ,-0.34    ,0.09   ,-0.11    ,0.00
20110518    ,0.59   ,-0.07   ,-0.11    ,0.00
20110519    ,0.74   ,-0.28   ,-0.16    ,0.00
20110520   ,-0.82    ,0.50   ,-0.34    ,0.00
20110523   ,-2.09    ,0.45   ,-0.08    ,0.00
20110524    ,0.42   ,-0.04   ,-0.18    ,0.00
20110525    ,0.31   ,-0.58    ,0.24    ,0.00
20110526    ,0.79    ,0.26   ,-0.33    ,0.00
20110527    ,1.25   ,-0.17    ,0.11    ,0.00
20110530   ,-0.15    ,0.27    ,0.01    ,0.00
20110531    ,1.32   ,-0.51    ,0.12    ,0.00
20110601   ,-0.75    ,0.56   ,-0.05    ,0.00
20110602   ,-0.49    ,0.30    ,0.11    ,0.00
20110603    ,0.23   ,-0.16    ,0.17    ,0.00
20110606   ,-0.82    ,0.15   ,-0.44    ,0.00
20110607    ,0.50   ,-0.14    ,0.11    ,0.00
20110608   ,-1.23    ,0.07    ,0.23    ,0.00
20110609    ,0.21   ,-0.29   ,-0.10    ,0.00
20110610   ,-1.58    ,0.63    ,0.15    ,0.00
20110613    ,0.21   ,-0.09   ,-0.11    ,0.00
20110614    ,1.00   ,-0.49    ,0.33    ,0.00
20110615   ,-1.99    ,0.55   ,-0.03    ,0.00
20110616   ,-0.89   ,-0.22    ,0.36    ,0.00
20110617    ,0.56   ,-0.39    ,0.15    ,0.00
20110620   ,-0.48   ,-0.22    ,0.03    ,0.00
20110621    ,1.87   ,-0.62    ,0.18    ,0.00
20110622   ,-0.17    ,0.44    ,0.10    ,0.00
20110623   ,-1.67    ,0.59    ,0.05    ,0.00
20110624   ,-0.14    ,0.11   ,-0.24    ,0.00
20110627   ,-0.02   ,-0.62    ,0.09    ,0.00
20110628    ,0.92   ,-0.36    ,0.11    ,0.00
20110629    ,2.06   ,-0.40   ,-0.19    ,0.00
20110630    ,1.45   ,-0.20    ,0.28    ,0.00
20110701    ,0.68   ,-0.26    ,0.28    ,0.00
20110704    ,0.53    ,0.25   ,-0.23    ,0.00
20110705   ,-0.49    ,0.19   ,-0.44    ,0.00
20110706   ,-0.48    ,0.56   ,-0.54    ,0.00
20110707    ,0.42    ,0.04   ,-0.24    ,0.00
20110708   ,-0.50    ,0.68   ,-0.59    ,0.00
20110711   ,-2.31    ,0.99   ,-0.41    ,0.00
20110712   ,-0.78    ,0.08   ,-0.06    ,0.00
20110713    ,1.61   ,-0.20   ,-0.38    ,0.00
20110714   ,-0.69    ,0.30   ,-0.05    ,0.00
20110715   ,-0.16    ,0.04   ,-0.11    ,0.00
20110718   ,-1.29    ,0.62   ,-0.37    ,0.00
20110719    ,0.74   ,-0.39    ,0.15    ,0.00
20110720    ,1.43   ,-0.66    ,0.47    ,0.00
20110721    ,1.76   ,-0.82    ,0.63    ,0.00
20110722    ,0.37    ,0.15   ,-0.09    ,0.00
20110725   ,-0.37    ,0.23   ,-0.64    ,0.00
20110726    ,0.72    ,0.13   ,-0.09    ,0.00
20110727   ,-1.57    ,0.60   ,-0.26    ,0.00
20110728   ,-0.47   ,-0.31    ,0.31    ,0.00
20110729   ,-0.25    ,0.14    ,0.14    ,0.00
20110801   ,-0.89    ,0.81   ,-0.44    ,0.00
20110802   ,-1.85    ,0.41   ,-0.20    ,0.00
20110803   ,-1.35   ,-0.20    ,0.13    ,0.00
20110804   ,-4.09    ,0.39    ,0.30    ,0.00
20110805   ,-1.79   ,-0.82    ,0.36    ,0.00
20110808   ,-3.50   ,-0.18    ,0.16    ,0.00
20110809    ,1.44   ,-0.55   ,-0.81    ,0.00
20110810   ,-2.19    ,2.79   ,-1.25    ,0.00
20110811    ,1.73   ,-0.96    ,0.12    ,0.00
20110812    ,1.96   ,-0.96    ,0.36    ,0.00
20110815    ,1.88    ,0.04   ,-0.47    ,0.00
20110816   ,-0.53    ,0.24   ,-0.06    ,0.00
20110817    ,0.52    ,0.07   ,-0.12    ,0.00
20110818   ,-3.80    ,1.45    ,0.08    ,0.00
20110819   ,-1.65    ,0.43    ,0.00    ,0.00
20110822   ,-0.06   ,-0.68   ,-0.42    ,0.00
20110823    ,1.39   ,-0.33   ,-0.14    ,0.00
20110824    ,0.27   ,-0.74    ,0.48    ,0.00
20110825   ,-0.36    ,0.43    ,0.06    ,0.00
20110826    ,0.51    ,0.52   ,-0.64    ,0.00
20110829    ,1.39   ,-0.23    ,0.15    ,0.00
20110830    ,0.60    ,0.18   ,-0.11    ,0.00
20110831    ,1.79   ,-0.71   ,-0.19    ,0.00
20110901   ,-0.07   ,-0.17   ,-0.23    ,0.00
20110902   ,-2.08    ,1.33   ,-0.53    ,0.00
20110905   ,-3.37    ,1.51   ,-0.38    ,0.00
20110906   ,-1.58   ,-0.17   ,-0.24    ,0.00
20110907    ,3.13   ,-1.30   ,-0.17    ,0.00
20110908   ,-0.52    ,0.12   ,-0.12    ,0.00
20110909   ,-2.74    ,1.58   ,-0.59    ,0.00
20110912   ,-2.30    ,0.58   ,-0.25    ,0.00
20110913    ,0.93   ,-0.60    ,0.59    ,0.00
20110914    ,0.78   ,-1.21    ,0.36    ,0.00
20110915    ,2.21   ,-0.96    ,0.61    ,0.00
20110916    ,0.58    ,0.71   ,-0.07    ,0.00
20110919   ,-2.06    ,0.73   ,-0.09    ,0.00
20110920    ,0.62   ,-1.19   ,-0.48    ,0.00
20110921   ,-1.81    ,0.25    ,0.11    ,0.00
20110922   ,-4.40    ,1.32    ,0.58    ,0.00
20110923    ,0.09   ,-1.17    ,0.86    ,0.00
20110926    ,0.45   ,-1.94    ,0.57    ,0.00
20110927    ,3.70   ,-1.48    ,0.44    ,0.00
20110928   ,-0.81    ,1.06    ,0.81    ,0.00
20110929    ,0.70   ,-0.42    ,0.78    ,0.00
20110930   ,-1.84    ,0.93   ,-0.13    ,0.00
20111003   ,-2.71    ,0.19   ,-0.13    ,0.00
20111004   ,-1.52    ,0.14   ,-0.19    ,0.00
20111005    ,1.83   ,-1.73    ,0.07    ,0.00
20111006    ,3.08   ,-1.02   ,-0.23    ,0.00
20111007    ,0.39    ,0.09   ,-0.17    ,0.00
20111010    ,2.56   ,-0.95   ,-0.04    ,0.00
20111011    ,0.42    ,0.42   ,-0.07    ,0.00
20111012    ,1.84   ,-0.72    ,0.13    ,0.00
20111013   ,-0.29    ,0.72   ,-0.47    ,0.00
20111014    ,0.89   ,-0.57   ,-0.55    ,0.00
20111017   ,-0.92    ,0.74    ,0.18    ,0.00
20111018   ,-0.42    ,0.05   ,-0.48    ,0.00
20111019    ,0.11   ,-0.30    ,0.69    ,0.00
20111020   ,-1.00    ,0.38   ,-0.50    ,0.00
20111021    ,2.15   ,-1.19    ,0.08    ,0.00
20111024    ,1.85   ,-0.28   ,-0.26    ,0.00
20111025   ,-0.77    ,0.30   ,-0.28    ,0.00
20111026    ,0.15    ,0.01   ,-0.37    ,0.00
20111027    ,4.63   ,-1.80    ,0.91    ,0.00
20111028    ,0.16    ,0.23   ,-0.39    ,0.00
20111031   ,-3.63    ,1.37   ,-0.55    ,0.00
20111101   ,-3.52    ,1.22   ,-0.64    ,0.00
20111102    ,0.54   ,-0.47   ,-0.02    ,0.00
20111103    ,1.64   ,-0.88   ,-0.14    ,0.00
20111104   ,-0.20    ,0.62   ,-0.51    ,0.00
20111107   ,-0.21    ,0.29    ,0.02    ,0.00
20111108    ,0.59   ,-0.56   ,-0.22    ,0.00
20111109   ,-2.41    ,1.06    ,0.12    ,0.00
20111110   ,-0.67   ,-0.26    ,0.24    ,0.00
20111111    ,2.26   ,-0.99    ,0.05    ,0.00
20111114   ,-0.88    ,0.74    ,0.05    ,0.00
20111115   ,-0.96    ,0.23   ,-0.46    ,0.00
20111116   ,-0.80   ,-0.23    ,0.14    ,0.00
20111117   ,-1.01    ,0.49    ,0.21    ,0.00
20111118   ,-0.50    ,0.14    ,0.21    ,0.00
20111121   ,-2.44    ,0.83    ,0.19    ,0.00
20111122   ,-0.28    ,0.12   ,-0.23    ,0.00
20111123   ,-2.07    ,0.44    ,0.08    ,0.00
20111124   ,-0.47    ,0.02    ,0.00    ,0.00
20111125   ,-0.53   ,-0.42    ,0.02    ,0.00
20111128    ,3.17   ,-1.68    ,0.17    ,0.00
20111129    ,1.05    ,0.15   ,-0.15    ,0.00
20111130    ,3.34   ,-1.39   ,-0.38    ,0.00
20111201    ,0.31   ,-0.11    ,0.07    ,0.00
20111202    ,0.27   ,-0.19    ,0.53    ,0.00
20111205    ,0.87    ,0.03    ,0.48    ,0.00
20111206   ,-0.60   ,-0.07   ,-0.34    ,0.00
20111207    ,0.54    ,0.26   ,-0.09    ,0.00
20111208   ,-1.84    ,0.68   ,-0.23    ,0.00
20111209    ,0.64   ,-0.52    ,0.46    ,0.00
20111212   ,-1.98    ,0.81   ,-0.24    ,0.00
20111213   ,-0.93    ,0.02    ,0.04    ,0.00
20111214   ,-1.79    ,0.66    ,0.11    ,0.00
20111215    ,0.16   ,-0.74    ,0.31    ,0.00
20111216    ,0.06   ,-0.04   ,-0.20    ,0.00
20111219   ,-0.78   ,-0.20    ,0.05    ,0.00
20111220    ,1.93   ,-0.48   ,-0.12    ,0.00
20111221    ,0.05    ,0.27   ,-0.06    ,0.00
20111222    ,0.64   ,-0.70    ,0.40    ,0.00
20111223    ,0.59   ,-0.11   ,-0.21    ,0.00
20111226    ,0.19   ,-0.10   ,-0.03    ,0.00
20111227    ,0.05   ,-0.01   ,-0.09    ,0.00
20111228   ,-1.30    ,0.50   ,-0.09    ,0.00
20111229    ,0.77   ,-0.31    ,0.09    ,0.00
20111230    ,0.92    ,0.27    ,0.04    ,0.00
20120102    ,0.62   ,-0.36    ,0.23    ,0.00
20120103    ,1.98   ,-0.47   ,-0.56    ,0.00
20120104   ,-0.29    ,0.66   ,-0.07    ,0.00
20120105   ,-1.56    ,0.63   ,-0.52    ,0.00
20120106   ,-0.63    ,0.29   ,-0.10    ,0.00
20120109    ,0.06    ,0.26   ,-0.50    ,0.00
20120110    ,1.34   ,-0.71    ,0.40    ,0.00
20120111   ,-0.45    ,0.42    ,0.40    ,0.00
20120112    ,0.41   ,-0.14    ,0.17    ,0.00
20120113   ,-0.52    ,0.49    ,0.09    ,0.00
20120116    ,0.08    ,0.01   ,-0.11    ,0.00
20120117    ,1.19   ,-0.34    ,0.13    ,0.00
20120118    ,0.92   ,-0.05   ,-0.54    ,0.00
20120119    ,1.28   ,-0.70    ,0.97    ,0.00
20120120    ,0.35    ,0.24    ,0.53    ,0.00
20120123    ,0.84   ,-0.02    ,0.42    ,0.00
20120124   ,-0.54   ,-0.03   ,-0.02    ,0.00
20120125    ,0.68    ,0.29   ,-0.19    ,0.00
20120126    ,0.89   ,-0.47    ,0.11    ,0.00
20120127    ,0.17    ,0.71   ,-0.11    ,0.00
20120130   ,-1.09    ,0.76   ,-0.23    ,0.00
20120131    ,0.19    ,0.10    ,0.08    ,0.00
20120201    ,1.66   ,-0.58    ,0.21    ,0.00
20120202    ,0.38    ,0.32   ,-0.05    ,0.00
20120203    ,0.88   ,-0.62   ,-0.04    ,0.00
20120206    ,0.12    ,0.38   ,-0.01    ,0.00
20120207    ,0.43   ,-0.29    ,0.26    ,0.00
20120208    ,0.24    ,0.30    ,0.55    ,0.00
20120209    ,0.15   ,-0.08    ,0.08    ,0.00
20120210   ,-1.33    ,0.58   ,-0.50    ,0.00
20120213    ,0.65   ,-0.23   ,-0.13    ,0.00
20120214   ,-0.56    ,0.08   ,-0.16    ,0.00
20120215    ,0.55   ,-0.30    ,0.07    ,0.00
20120216    ,0.09   ,-0.30   ,-0.23    ,0.00
20120217    ,0.63   ,-0.28    ,0.41    ,0.00
20120220    ,1.24   ,-0.50   ,-0.06    ,0.00
20120221   ,-0.28    ,0.43   ,-0.05    ,0.00
20120222   ,-0.27    ,0.58   ,-0.18    ,0.00
20120223    ,0.60    ,0.24   ,-0.34    ,0.00
20120224    ,0.38   ,-0.31    ,0.13    ,0.00
20120227   ,-0.32    ,0.31    ,0.03    ,0.00
20120228    ,0.68   ,-0.24   ,-0.01    ,0.00
20120229   ,-0.66    ,0.09   ,-0.09    ,0.00
20120301    ,0.43   ,-0.59    ,0.12    ,0.00
20120302   ,-0.59    ,0.35    ,0.33    ,0.00
20120305   ,-0.51    ,0.11    ,0.04    ,0.00
20120306   ,-2.50    ,1.06    ,0.23    ,0.00
20120307    ,0.42   ,-0.13   ,-0.22    ,0.00
20120308    ,1.98   ,-0.88   ,-0.20    ,0.00
20120309   ,-0.32    ,0.07   ,-0.18    ,0.00
20120312   ,-0.08    ,0.06   ,-0.19    ,0.00
20120313    ,0.72   ,-0.69    ,0.11    ,0.00
20120314   ,-0.16   ,-0.29    ,0.59    ,0.00
20120315    ,0.69   ,-0.30    ,0.14    ,0.00
20120316    ,0.82   ,-0.13   ,-0.07    ,0.00
20120319    ,0.37    ,0.05    ,0.13    ,0.00
20120320   ,-0.98    ,0.28    ,0.14    ,0.00
20120321   ,-0.31    ,0.12   ,-0.14    ,0.00
20120322   ,-0.63    ,0.35    ,0.20    ,0.00
20120323    ,0.33    ,0.12   ,-0.08    ,0.00
20120326    ,0.98   ,-0.42   ,-0.68    ,0.00
20120327   ,-0.01    ,0.29    ,0.39    ,0.00
20120328   ,-0.56    ,0.28   ,-0.02    ,0.00
20120329   ,-0.83    ,0.73   ,-0.28    ,0.00
20120330    ,0.58   ,-0.18   ,-0.35    ,0.00
20120402    ,1.06   ,-0.68   ,-0.69    ,0.00
20120403   ,-1.26    ,0.35   ,-0.27    ,0.00
20120404   ,-2.11    ,0.89    ,0.07    ,0.00
20120405   ,-0.37    ,0.00   ,-0.18    ,0.00
20120406    ,0.15    ,0.14    ,0.01    ,0.00
20120409   ,-0.32   ,-0.01   ,-0.15    ,0.00
20120410   ,-1.53    ,0.80   ,-0.01    ,0.00
20120411    ,0.33   ,-0.46   ,-0.03    ,0.00
20120412    ,1.52   ,-0.26   ,-0.41    ,0.00
20120413   ,-1.20    ,1.02   ,-0.09    ,0.00
20120416    ,0.21   ,-0.54   ,-0.22    ,0.00
20120417    ,1.02   ,-0.91    ,0.40    ,0.00
20120418    ,0.01    ,0.67   ,-0.55    ,0.00
20120419   ,-0.43   ,-0.06   ,-0.52    ,0.00
20120420    ,0.68   ,-0.16    ,0.05    ,0.00
20120423   ,-1.68    ,0.78    ,0.07    ,0.00
